sha,message,author,committer,url,total_changes,organization,repository
2b155d610ec62b610a4edb66061cb03543ad126a,Fix reproducibility issues (#17),Max Jones,GitHub,https://github.com/developmentseed/datacube-guide/commit/2b155d610ec62b610a4edb66061cb03543ad126a,3712,developmentseed,datacube-guide
ef2381ebc5646ef27091c4f49d4d85138789f535,Remove broken symlink when building windows wheels (#120),Max Jones,GitHub,https://github.com/developmentseed/async-tiff/commit/ef2381ebc5646ef27091c4f49d4d85138789f535,65,developmentseed,async-tiff
3397ad783bd6789f638177d1406e8e30e28ab7c8,Remove titiler cmr benchmarking (#16),Aimee Barciauskas,GitHub,https://github.com/developmentseed/datacube-guide/commit/3397ad783bd6789f638177d1406e8e30e28ab7c8,12547,developmentseed,datacube-guide
b7f0e6137d4df2f63c215949b3688bb3464b64a5,Latitude and Longitude should be an option for dim names (#1268),Aimee Barciauskas,GitHub,https://github.com/developmentseed/titiler/commit/b7f0e6137d4df2f63c215949b3688bb3464b64a5,4,developmentseed,titiler
1e4bdd65e02b3e36261a10d0c5a4f96b18e76ac5,fix: add opener_options arg to titiler.xarray.io.Reader (#1248),Henry Rodman,GitHub,https://github.com/developmentseed/titiler/commit/1e4bdd65e02b3e36261a10d0c5a4f96b18e76ac5,70,developmentseed,titiler
899f104ddd40f3e8a1a36da487d3825e04da68bd,Bump minimum supported python version to 3.11 (#1254),Max Jones,GitHub,https://github.com/developmentseed/titiler/commit/899f104ddd40f3e8a1a36da487d3825e04da68bd,1073,developmentseed,titiler
e6389e6e9636e262b41b0e2b0d6db0fdd5e81e7e,Add a upstream workflow with a dispatch trigger; follow SPEC0 (#1245),Max Jones,GitHub,https://github.com/developmentseed/titiler/commit/e6389e6e9636e262b41b0e2b0d6db0fdd5e81e7e,46,developmentseed,titiler
24350b3d8baa47b41e95db44c7a842742f5ded3c,Remove deprecated FastAPI on_event decorator. (#107),Chuck Daniels,GitHub,https://github.com/developmentseed/titiler-cmr/commit/24350b3d8baa47b41e95db44c7a842742f5ded3c,43,developmentseed,titiler-cmr
66a9a806e5ac85bbc419ba6e90c6fbc0009efce3,Avoid recording EDL token during testing. (#105),Chuck Daniels,GitHub,https://github.com/developmentseed/titiler-cmr/commit/66a9a806e5ac85bbc419ba6e90c6fbc0009efce3,258,developmentseed,titiler-cmr
b9214801fd760a2a3af22bd26a423300f8577d74,chore: update changelog (#97),Henry Rodman,GitHub,https://github.com/developmentseed/titiler-cmr/commit/b9214801fd760a2a3af22bd26a423300f8577d74,13,developmentseed,titiler-cmr
e0e87b8cf3e205be282992402f10147fac68ac8c,feat: add variable stats to /compatibility output for xarray datasets (#82),Henry Rodman,GitHub,https://github.com/developmentseed/titiler-cmr/commit/e0e87b8cf3e205be282992402f10147fac68ac8c,396,developmentseed,titiler-cmr
b763a3f428a0161c635ad6005a6c54dcb58a0a7f,"feat: convert to container function, add OpenTelemetry + X-Ray tracing (#81)",Henry Rodman,GitHub,https://github.com/developmentseed/titiler-cmr/commit/b763a3f428a0161c635ad6005a6c54dcb58a0a7f,746,developmentseed,titiler-cmr
c2ed5fea20cb05f1909e9e4c8f28242c34a6bae1,chore(docs): fix mkdocs action,hrodmn,hrodmn,https://github.com/developmentseed/titiler-cmr/commit/c2ed5fea20cb05f1909e9e4c8f28242c34a6bae1,39,developmentseed,titiler-cmr
