sha,message,author,committer,url,total_changes,organization,repository
dd8f2d0f9068846c941cc331132db3ddd74df372,ci: Bump macos runner version in wheel build (#160),Kyle Barron,GitHub,https://github.com/developmentseed/async-tiff/commit/dd8f2d0f9068846c941cc331132db3ddd74df372,4,developmentseed,async-tiff
dc345abe5a92a97f7e63877d5e7e0f8fc1163309,chore: Prepare python 0.3 release (#159),Kyle Barron,GitHub,https://github.com/developmentseed/async-tiff/commit/dc345abe5a92a97f7e63877d5e7e0f8fc1163309,308,developmentseed,async-tiff
5086669ff02f0168b54cedb27f7c0bc9fb8111ea,refactor: Use `pyclass(get_all)` for cleaner code (#158),Kyle Barron,GitHub,https://github.com/developmentseed/async-tiff/commit/5086669ff02f0168b54cedb27f7c0bc9fb8111ea,97,developmentseed,async-tiff
5e6858c76609e4e1b17a66892079884aa08afd36,chore: move tiff tag structs to top level (#150),Kyle Barron,GitHub,https://github.com/developmentseed/async-tiff/commit/5e6858c76609e4e1b17a66892079884aa08afd36,1345,developmentseed,async-tiff
28d729a6e08d06a2829a5546f51c26aa4461bf37,feat: Include Endianness as property of TIFF struct (#149),Kyle Barron,GitHub,https://github.com/developmentseed/async-tiff/commit/28d729a6e08d06a2829a5546f51c26aa4461bf37,81,developmentseed,async-tiff
d803d0f6de8ce01a2320cc3868fae41ba9f3ab39,feat(python): implement Mapping protocol for IFD and GeoKeyDirectory (#148),Kyle Barron,GitHub,https://github.com/developmentseed/async-tiff/commit/d803d0f6de8ce01a2320cc3868fae41ba9f3ab39,452,developmentseed,async-tiff
b53ffbda027dd0427957b4eb3c1d386cef375482,feat: Use `async-trait` instead of boxed futures for simpler trait interface (#147),Kyle Barron,GitHub,https://github.com/developmentseed/async-tiff/commit/b53ffbda027dd0427957b4eb3c1d386cef375482,216,developmentseed,async-tiff
fa4b52c13ad52826c1e514b671aec059f0ba25e4,feat: Exponential read-ahead cache (#140),Kyle Barron,GitHub,https://github.com/developmentseed/async-tiff/commit/fa4b52c13ad52826c1e514b671aec059f0ba25e4,499,developmentseed,async-tiff
32131e6237c9ca1331e521923376b08c58a18087,fix: Skip unknown GeoTag keys (#134),Kyle Barron,GitHub,https://github.com/developmentseed/async-tiff/commit/32131e6237c9ca1331e521923376b08c58a18087,128,developmentseed,async-tiff
3397ad783bd6789f638177d1406e8e30e28ab7c8,Remove titiler cmr benchmarking (#16),Aimee Barciauskas,GitHub,https://github.com/developmentseed/datacube-guide/commit/3397ad783bd6789f638177d1406e8e30e28ab7c8,12547,developmentseed,datacube-guide
